server_id,hostname,operating_system,environment,server_type,location,owner_team,created_date,compliance_id,splunk_status,qualys_status,crowdstrike_status,firewall_status,patch_status,password_policy,compliance_score,compliance_status,performance_id,cpu_usage,memory_usage,disk_usage,uptime_days,vulnerability_id,critical_count,high_count,medium_count,low_count,risk_level,last_scan_date,incident_id,incident_category,priority,status,assigned_team,resolution_hours,incident_date,total_vulnerabilities,vulnerability_risk_score,compliance_failure_count,performance_risk_count,incident_severity_score,resolution_delay_risk,server_risk_score
1494,WEB216,Windows Server 2022,Development,Web Server,Bangalore,Linux Team,2026-07-25,1494,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1494,28,50,34,514,1494,3,1,6,20,Critical,2026-07-25,1494,Memory Utilization High,P4,Closed,Linux Team,56,2026-07-24,30,47,0,0,1,1,57
1495,FILE212,RHEL 9,Production,File Server,Chennai,Windows Team,2026-07-25,1495,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1495,20,24,71,626,1495,0,2,3,5,Low,2026-07-25,1495,Application Not Responding,P4,Closed,Windows Team,21,2025-11-12,10,17,0,1,1,0,27
1496,DB208,RHEL 9,UAT,Database Server,Pune,Database Team,2026-07-25,1496,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,1496,60,89,82,194,1496,0,2,11,25,Medium,2026-07-25,1496,Application Not Responding,P2,Closed,Database Team,2,2026-03-26,38,53,1,1,3,0,83
1497,FILE213,RHEL 8,UAT,File Server,Bangalore,Windows Team,2026-07-25,1497,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,1497,22,27,88,201,1497,1,1,8,12,Medium,2026-07-25,1497,Qualys Agent Missing,P4,Closed,Windows Team,44,2025-10-08,22,35,1,1,1,1,60
1498,FILE214,RHEL 9,Testing,File Server,Mumbai,Windows Team,2026-07-25,1498,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1498,13,40,92,668,1498,0,0,5,8,Low,2026-07-25,1498,Server Down,P3,Closed,Windows Team,14,2026-05-09,13,18,0,2,2,0,38
1499,API217,Windows Server 2022,Production,API Server,Mumbai,Infrastructure Team,2026-07-25,1499,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,1499,65,48,51,457,1499,1,3,6,15,Low,2026-07-25,1499,Patch Failure,P4,Closed,Infrastructure Team,17,2025-09-15,25,40,1,0,1,0,55
1500,MAIL230,Windows Server 2019,UAT,Mail Server,Chennai,Messaging Team,2026-07-25,1500,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1500,33,68,64,433,1500,0,3,9,7,Medium,2026-07-25,1500,Disk Space Full,P2,Closed,Messaging Team,3,2025-12-25,19,34,0,0,3,0,49
1501,FILE215,Windows Server 2022,Testing,File Server,Mumbai,Windows Team,2026-07-25,1501,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1501,18,25,78,160,1501,1,0,3,11,Low,2026-07-25,1501,Splunk Agent Down,P4,Closed,Windows Team,8,2026-06-03,15,21,0,0,1,0,26
1502,AUTH217,RHEL 8,Testing,Authentication Server,Bangalore,Security Team,2026-07-25,1502,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1502,55,43,55,213,1502,0,3,6,8,Low,2026-07-25,1502,CrowdStrike Offline,P4,Resolved,Security Team,34,2025-12-05,17,29,0,0,1,1,39
1503,FILE216,Ubuntu 22.04,Testing,File Server,Chennai,Windows Team,2026-07-25,1503,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1503,12,21,80,558,1503,1,3,7,11,Low,2026-07-25,1503,Application Not Responding,P3,Resolved,Windows Team,5,2026-01-20,22,38,0,0,2,0,48
1504,API218,RHEL 9,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,1504,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1504,68,63,53,470,1504,2,1,8,13,Medium,2026-07-25,1504,Patch Failure,P4,Closed,Infrastructure Team,49,2026-06-01,24,40,0,0,1,1,50
1505,API219,Windows Server 2019,Testing,API Server,Pune,Infrastructure Team,2026-07-25,1505,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,1505,62,66,57,317,1505,0,2,10,6,Medium,2026-07-25,1505,Patch Failure,P3,In Progress,Infrastructure Team,8,2026-03-21,18,32,1,0,2,0,52
1506,AUTH218,RHEL 8,Development,Authentication Server,Pune,Security Team,2026-07-25,1506,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1506,46,56,32,691,1506,1,4,2,12,Low,2026-07-25,1506,Qualys Agent Missing,P3,Closed,Security Team,18,2025-07-30,19,32,0,1,2,0,47
1507,APP200,Windows Server 2019,Development,Application Server,Pune,Infrastructure Team,2026-07-25,1507,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1507,43,64,48,622,1507,0,3,6,13,Low,2026-07-25,1507,CPU Utilization High,P2,Resolved,Infrastructure Team,3,2025-11-11,22,34,0,1,3,0,54
1508,FILE217,Ubuntu 22.04,Testing,File Server,Mumbai,Windows Team,2026-07-25,1508,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1508,10,21,89,439,1508,1,3,7,10,Low,2026-07-25,1508,Qualys Agent Missing,P4,Closed,Windows Team,57,2026-04-05,21,37,0,1,1,1,52
1509,MAIL231,RHEL 9,Production,Mail Server,Hyderabad,Messaging Team,2026-07-25,1509,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1509,55,65,39,419,1509,2,4,4,13,Low,2026-07-25,1509,Patch Failure,P3,Closed,Messaging Team,21,2025-08-29,23,41,0,0,2,0,51
1510,APP201,RHEL 9,Testing,Application Server,Hyderabad,Infrastructure Team,2026-07-25,1510,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1510,80,84,54,302,1510,0,3,3,17,Low,2026-07-25,1510,Application Not Responding,P4,In Progress,Infrastructure Team,67,2026-07-03,23,32,0,1,1,1,47
1511,API220,Windows Server 2019,UAT,API Server,Mumbai,Infrastructure Team,2026-07-25,1511,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1511,72,57,38,19,1511,1,2,8,9,Medium,2026-07-25,1511,CrowdStrike Offline,P4,Closed,Infrastructure Team,35,2025-08-22,20,35,0,0,1,1,45
1512,MAIL232,Windows Server 2019,Production,Mail Server,Chennai,Messaging Team,2026-07-25,1512,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,1512,33,46,36,267,1512,1,4,10,11,Medium,2026-07-25,1512,Firewall Disabled,P3,Closed,Messaging Team,18,2026-01-22,26,47,1,0,2,0,67
1513,AUTH219,Ubuntu 22.04,UAT,Authentication Server,Bangalore,Security Team,2026-07-25,1513,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1513,33,49,43,498,1513,0,1,7,12,Low,2026-07-25,1513,Memory Utilization High,P3,In Progress,Security Team,9,2026-01-12,20,29,0,0,2,0,39
1514,APP202,RHEL 8,Testing,Application Server,Chennai,Infrastructure Team,2026-07-25,1514,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1514,67,73,70,497,1514,0,1,5,16,Low,2026-07-25,1514,Qualys Agent Missing,P3,Closed,Infrastructure Team,13,2025-11-16,22,29,0,0,2,0,39
1515,AUTH220,RHEL 9,Production,Authentication Server,Mumbai,Security Team,2026-07-25,1515,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,1515,32,47,54,47,1515,2,4,6,8,Low,2026-07-25,1515,CPU Utilization High,P3,In Progress,Security Team,23,2026-07-25,20,40,1,0,2,0,60
1516,FILE218,RHEL 9,Development,File Server,Chennai,Windows Team,2026-07-25,1516,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1516,20,31,77,259,1516,1,0,8,8,Medium,2026-07-25,1516,Application Not Responding,P4,In Progress,Windows Team,57,2025-09-15,17,28,0,0,1,1,38
1517,API221,RHEL 9,Development,API Server,Bangalore,Infrastructure Team,2026-07-25,1517,Running,Running,Running,Enabled,Updated,Non-Compliant,90,Compliant,1517,78,57,57,457,1517,0,2,5,11,Low,2026-07-25,1517,Firewall Disabled,P4,Resolved,Infrastructure Team,17,2026-04-15,18,27,1,0,1,0,42
1518,AUTH221,RHEL 9,Testing,Authentication Server,Hyderabad,Security Team,2026-07-25,1518,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1518,38,45,33,652,1518,1,3,2,6,Low,2026-07-25,1518,Qualys Agent Missing,P4,In Progress,Security Team,16,2026-06-05,12,23,0,1,1,0,33
1519,MAIL233,Windows Server 2022,UAT,Mail Server,Pune,Messaging Team,2026-07-25,1519,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1519,34,66,36,274,1519,0,3,3,12,Low,2026-07-25,1519,Server Down,P2,In Progress,Messaging Team,5,2026-02-06,18,27,0,0,3,0,42
1520,DB209,Ubuntu 22.04,UAT,Database Server,Bangalore,Database Team,2026-07-25,1520,Stopped,Stopped,Running,Enabled,Updated,Compliant,60,Non-Compliant,1520,72,77,82,151,1520,4,8,15,10,Critical,2026-07-25,1520,Memory Utilization High,P2,In Progress,Database Team,4,2025-11-30,37,80,2,0,3,0,115
1521,API222,Windows Server 2019,UAT,API Server,Chennai,Infrastructure Team,2026-07-25,1521,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1521,57,46,43,529,1521,2,1,4,5,Low,2026-07-25,1521,Patch Failure,P3,Resolved,Infrastructure Team,23,2026-07-12,12,24,0,0,2,0,34
1522,WEB217,RHEL 9,Testing,Web Server,Mumbai,Linux Team,2026-07-25,1522,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,1522,28,38,36,682,1522,2,2,15,13,Medium,2026-07-25,1522,CrowdStrike Offline,P3,Closed,Linux Team,9,2025-09-25,32,57,1,1,2,0,82
1523,FILE219,Windows Server 2019,Testing,File Server,Mumbai,Windows Team,2026-07-25,1523,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1523,29,47,76,319,1523,1,2,7,10,Low,2026-07-25,1523,Splunk Agent Down,P4,In Progress,Windows Team,67,2026-03-27,20,34,0,0,1,1,44
1524,WEB218,RHEL 9,Testing,Web Server,Hyderabad,Linux Team,2026-07-25,1524,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,1524,31,55,33,624,1524,3,4,6,13,Critical,2026-07-25,1524,Server Down,P4,Closed,Linux Team,62,2025-09-08,26,49,1,1,1,1,74
1525,API223,Windows Server 2022,Testing,API Server,Chennai,Infrastructure Team,2026-07-25,1525,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1525,53,53,46,317,1525,0,4,7,5,Low,2026-07-25,1525,Server Down,P4,In Progress,Infrastructure Team,59,2025-09-17,16,31,0,0,1,1,41
1526,APP203,RHEL 9,Development,Application Server,Bangalore,Infrastructure Team,2026-07-25,1526,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1526,59,59,71,432,1526,2,3,11,18,Medium,2026-07-25,1526,Application Not Responding,P3,Closed,Infrastructure Team,8,2026-07-09,34,57,0,0,2,0,67
1527,FILE220,Windows Server 2019,Development,File Server,Mumbai,Windows Team,2026-07-25,1527,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,1527,12,24,88,599,1527,0,0,6,8,Low,2026-07-25,1527,Disk Space Full,P2,Resolved,Windows Team,6,2026-07-08,14,20,1,1,3,0,50
1528,API224,Ubuntu 22.04,UAT,API Server,Hyderabad,Infrastructure Team,2026-07-25,1528,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1528,59,62,40,280,1528,2,1,8,7,Medium,2026-07-25,1528,Patch Failure,P2,Closed,Infrastructure Team,6,2026-03-21,18,34,0,0,3,0,49
1529,AUTH222,Windows Server 2019,Testing,Authentication Server,Pune,Security Team,2026-07-25,1529,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1529,52,70,41,433,1529,1,3,7,7,Low,2026-07-25,1529,CPU Utilization High,P4,Closed,Security Team,32,2026-05-07,18,34,0,0,1,1,44
1530,FILE221,Ubuntu 22.04,Production,File Server,Chennai,Windows Team,2026-07-25,1530,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1530,29,33,77,558,1530,0,1,4,8,Low,2026-07-25,1530,Firewall Disabled,P4,Closed,Windows Team,48,2026-04-09,13,19,0,0,1,1,29
1531,APP204,RHEL 8,Production,Application Server,Bangalore,Infrastructure Team,2026-07-25,1531,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1531,62,76,52,291,1531,1,2,11,18,Medium,2026-07-25,1531,CPU Utilization High,P3,Closed,Infrastructure Team,7,2026-05-02,32,50,0,0,2,0,60
1532,MAIL234,Windows Server 2019,Production,Mail Server,Chennai,Messaging Team,2026-07-25,1532,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1532,33,47,57,558,1532,2,2,2,14,Low,2026-07-25,1532,Disk Space Full,P4,Open,Messaging Team,28,2026-02-01,20,32,0,0,1,1,42
1533,MAIL235,Windows Server 2019,Testing,Mail Server,Hyderabad,Messaging Team,2026-07-25,1533,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1533,52,48,59,391,1533,1,3,8,10,Medium,2026-07-25,1533,Application Not Responding,P3,Resolved,Messaging Team,11,2026-04-15,22,39,0,0,2,0,49
1534,AUTH223,RHEL 9,Testing,Authentication Server,Bangalore,Security Team,2026-07-25,1534,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1534,30,51,37,133,1534,1,3,8,9,Medium,2026-07-25,1534,Server Down,P4,Closed,Security Team,45,2025-08-18,21,38,0,0,1,1,48
1535,MAIL236,Ubuntu 22.04,UAT,Mail Server,Chennai,Messaging Team,2026-07-25,1535,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1535,49,47,41,365,1535,0,3,3,5,Low,2026-07-25,1535,Firewall Disabled,P3,Closed,Messaging Team,22,2025-12-21,11,20,0,0,2,0,30
1536,AUTH224,Ubuntu 22.04,UAT,Authentication Server,Pune,Security Team,2026-07-25,1536,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1536,56,41,33,494,1536,1,4,7,9,Low,2026-07-25,1536,CrowdStrike Offline,P2,Resolved,Security Team,2,2025-07-31,21,39,0,0,3,0,54
1537,DB210,RHEL 8,Testing,Database Server,Hyderabad,Database Team,2026-07-25,1537,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1537,67,88,75,470,1537,2,10,9,22,High,2026-07-25,1537,Firewall Disabled,P3,Resolved,Database Team,14,2026-07-12,43,78,0,1,2,0,93
1538,FILE222,RHEL 9,Development,File Server,Hyderabad,Windows Team,2026-07-25,1538,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,1538,27,49,79,604,1538,0,0,6,8,Low,2026-07-25,1538,CrowdStrike Offline,P3,Resolved,Windows Team,8,2026-02-06,14,20,1,1,2,0,45
1539,DB211,Windows Server 2019,Production,Database Server,Pune,Database Team,2026-07-25,1539,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1539,86,72,73,213,1539,1,6,17,23,High,2026-07-25,1539,Disk Space Full,P1,Closed,Database Team,1,2026-01-05,47,79,0,1,4,0,104
1540,FILE223,RHEL 9,UAT,File Server,Bangalore,Windows Team,2026-07-25,1540,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1540,22,34,81,445,1540,1,1,4,14,Low,2026-07-25,1540,CrowdStrike Offline,P2,Resolved,Windows Team,5,2026-04-25,20,29,0,0,3,0,44
1541,MAIL237,Windows Server 2022,Development,Mail Server,Chennai,Messaging Team,2026-07-25,1541,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1541,25,47,33,404,1541,1,2,8,13,Medium,2026-07-25,1541,Disk Space Full,P3,Resolved,Messaging Team,6,2026-04-13,24,39,0,0,2,0,49
1542,API225,Ubuntu 22.04,Testing,API Server,Bangalore,Infrastructure Team,2026-07-25,1542,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1542,63,66,33,543,1542,1,1,5,14,Low,2026-07-25,1542,CrowdStrike Offline,P3,Resolved,Infrastructure Team,12,2026-03-10,21,31,0,0,2,0,41
1543,FILE224,RHEL 8,Development,File Server,Mumbai,Windows Team,2026-07-25,1543,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1543,24,46,72,299,1543,1,3,6,5,Low,2026-07-25,1543,Patch Failure,P4,Resolved,Windows Team,31,2026-07-15,15,30,0,0,1,1,40
1544,AUTH225,Ubuntu 22.04,UAT,Authentication Server,Mumbai,Security Team,2026-07-25,1544,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,1544,54,66,33,697,1544,1,4,4,6,Low,2026-07-25,1544,Firewall Disabled,P2,In Progress,Security Team,3,2025-10-04,15,30,1,1,3,0,60
1545,MAIL238,Windows Server 2019,Development,Mail Server,Chennai,Messaging Team,2026-07-25,1545,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1545,39,50,30,300,1545,0,4,4,6,Low,2026-07-25,1545,Disk Space Full,P4,Resolved,Messaging Team,64,2026-04-19,14,26,0,0,1,1,36
1546,APP205,RHEL 9,Development,Application Server,Chennai,Infrastructure Team,2026-07-25,1546,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1546,64,83,44,284,1546,2,4,7,12,Low,2026-07-25,1546,Server Down,P1,In Progress,Infrastructure Team,3,2025-09-21,25,46,0,1,4,0,71
1547,MAIL239,RHEL 8,Production,Mail Server,Chennai,Messaging Team,2026-07-25,1547,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1547,39,68,46,695,1547,2,2,8,10,Medium,2026-07-25,1547,Application Not Responding,P3,Resolved,Messaging Team,10,2026-05-26,22,40,0,1,2,0,55
1548,MAIL240,RHEL 8,Development,Mail Server,Bangalore,Messaging Team,2026-07-25,1548,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1548,40,46,57,461,1548,2,1,5,11,Low,2026-07-25,1548,Qualys Agent Missing,P1,Resolved,Messaging Team,4,2026-07-13,19,32,0,0,4,0,52
1549,MAIL241,Windows Server 2022,Development,Mail Server,Hyderabad,Messaging Team,2026-07-25,1549,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,1549,28,49,46,41,1549,1,1,5,6,Low,2026-07-25,1549,Application Not Responding,P3,Resolved,Messaging Team,20,2026-03-24,13,23,1,0,2,0,43
1550,AUTH226,RHEL 9,Development,Authentication Server,Mumbai,Security Team,2026-07-25,1550,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1550,30,41,53,266,1550,2,2,2,10,Low,2026-07-25,1550,CrowdStrike Offline,P3,In Progress,Security Team,24,2025-12-22,16,28,0,0,2,0,38
1551,WEB219,RHEL 9,Testing,Web Server,Bangalore,Linux Team,2026-07-25,1551,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1551,27,33,55,457,1551,1,2,14,11,Medium,2026-07-25,1551,Firewall Disabled,P4,In Progress,Linux Team,71,2026-03-25,28,49,0,0,1,1,59
1552,API226,Windows Server 2019,Production,API Server,Pune,Infrastructure Team,2026-07-25,1552,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1552,77,54,60,539,1552,2,1,7,10,Low,2026-07-25,1552,CPU Utilization High,P3,In Progress,Infrastructure Team,6,2026-05-28,20,35,0,0,2,0,45
1553,MAIL242,Ubuntu 22.04,UAT,Mail Server,Chennai,Messaging Team,2026-07-25,1553,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1553,42,51,53,665,1553,2,4,7,11,Low,2026-07-25,1553,Memory Utilization High,P3,Closed,Messaging Team,18,2025-10-03,24,45,0,1,2,0,60
1554,DB212,Windows Server 2019,Production,Database Server,Pune,Database Team,2026-07-25,1554,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,1554,83,77,77,519,1554,3,6,19,28,Critical,2026-07-25,1554,Patch Failure,P2,Resolved,Database Team,6,2026-01-26,56,96,1,1,3,0,126
1555,DB213,Ubuntu 22.04,Testing,Database Server,Chennai,Database Team,2026-07-25,1555,Running,Stopped,Running,Enabled,Updated,Compliant,80,Warning,1555,86,73,77,247,1555,5,2,7,11,Critical,2026-07-25,1555,Splunk Agent Down,P4,Closed,Database Team,15,2026-01-12,25,51,1,1,1,0,71
1556,FILE225,RHEL 9,UAT,File Server,Pune,Windows Team,2026-07-25,1556,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1556,13,20,81,217,1556,1,0,4,9,Low,2026-07-25,1556,Splunk Agent Down,P1,Closed,Windows Team,2,2026-01-23,14,21,0,0,4,0,41
1557,FILE226,Windows Server 2022,Testing,File Server,Bangalore,Windows Team,2026-07-25,1557,Running,Running,Stopped,Enabled,Updated,Compliant,80,Warning,1557,11,28,92,525,1557,1,3,8,7,Medium,2026-07-25,1557,Application Not Responding,P2,Resolved,Windows Team,5,2026-05-24,19,36,1,1,3,0,66
1558,DB214,RHEL 8,Development,Database Server,Pune,Database Team,2026-07-25,1558,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1558,60,75,95,303,1558,0,4,11,27,Medium,2026-07-25,1558,Splunk Agent Down,P2,Closed,Database Team,8,2025-12-09,42,61,0,1,3,0,81
1559,WEB220,Windows Server 2022,Development,Web Server,Pune,Linux Team,2026-07-25,1559,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,1559,47,46,42,715,1559,3,5,4,19,Critical,2026-07-25,1559,Splunk Agent Down,P3,Resolved,Linux Team,12,2026-01-12,31,54,1,1,2,0,79
1560,APP206,RHEL 8,Testing,Application Server,Mumbai,Infrastructure Team,2026-07-25,1560,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1560,59,83,68,274,1560,2,2,9,13,Medium,2026-07-25,1560,Qualys Agent Missing,P2,Resolved,Infrastructure Team,3,2025-09-14,26,45,0,1,3,0,65
1561,AUTH227,RHEL 9,Testing,Authentication Server,Pune,Security Team,2026-07-25,1561,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1561,34,70,51,563,1561,2,2,6,4,Low,2026-07-25,1561,Disk Space Full,P3,Closed,Security Team,24,2026-01-26,14,30,0,0,2,0,40
1562,FILE227,RHEL 8,Testing,File Server,Hyderabad,Windows Team,2026-07-25,1562,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1562,33,22,88,624,1562,0,0,8,6,Medium,2026-07-25,1562,Application Not Responding,P4,Resolved,Windows Team,38,2026-02-27,14,22,0,2,1,1,42
1563,WEB221,Windows Server 2019,Testing,Web Server,Bangalore,Linux Team,2026-07-25,1563,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,1563,26,49,23,378,1563,1,1,12,12,Medium,2026-07-25,1563,Memory Utilization High,P3,Resolved,Linux Team,12,2026-07-22,26,43,1,0,2,0,63
1564,WEB222,RHEL 9,Production,Web Server,Mumbai,Linux Team,2026-07-25,1564,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1564,43,30,37,538,1564,2,3,5,18,Low,2026-07-25,1564,Disk Space Full,P3,Closed,Linux Team,16,2026-06-10,28,45,0,0,2,0,55
1565,MAIL243,RHEL 8,Testing,Mail Server,Bangalore,Messaging Team,2026-07-25,1565,Running,Running,Running,Enabled,Outdated,Compliant,85,Warning,1565,27,63,58,95,1565,2,1,6,15,Low,2026-07-25,1565,Qualys Agent Missing,P3,Resolved,Messaging Team,7,2026-06-24,24,38,1,0,2,0,58
1566,APP207,RHEL 9,UAT,Application Server,Hyderabad,Infrastructure Team,2026-07-25,1566,Stopped,Running,Running,Enabled,Updated,Compliant,80,Warning,1566,63,84,61,283,1566,0,1,4,18,Low,2026-07-25,1566,Disk Space Full,P3,Open,Infrastructure Team,11,2025-12-24,23,29,1,1,2,0,54
1567,AUTH228,Ubuntu 22.04,Production,Authentication Server,Bangalore,Security Team,2026-07-25,1567,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1567,40,53,41,34,1567,1,3,8,4,Medium,2026-07-25,1567,Splunk Agent Down,P3,Open,Security Team,9,2025-09-27,16,33,0,0,2,0,43
1568,FILE228,RHEL 9,Development,File Server,Bangalore,Windows Team,2026-07-25,1568,Running,Running,Running,Enabled,Updated,Compliant,100,Compliant,1568,23,30,78,343,1568,0,3,5,5,Low,2026-07-25,1568,Qualys Agent Missing,P3,Resolved,Windows Team,5,2026-07-01,13,24,0,0,2,0,34
